Utt#,Record #,Speaker,Session,Orthography,Child,start_seconds,end_seconds,Situation,GRASP,Morphology,SpeechAct,ClauseType,UttGoals,SubQ,SubI,Comments,FollowUp?,TagType,ToAdults?,uttid
1025,997,Mother,Lily020004,that's a good idea .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|good] [n|idea .],,,,,,,,,,MotherofLily_Lily020004_997
1026,998,CameraOperator,Lily020004,that would be a good breakfast place .,Lily,1997.981,2002.625,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|7|DET] [5|6|MOD] [6|7|MOD] [7|3|PRED 8|3|PUNCT],[pro:dem|that] [mod|will&COND] [cop|be] [det:art|a] [adj|good] [n|breakfast] [n|place .],,,,,,,,,,CameraOperatorofLily_Lily020004_998
1027,999,Mother,Lily020004,that's a good idea .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|good] [n|idea .],,,,,,,,,,MotherofLily_Lily020004_999
1028,1000,CameraOperator,Lily020004,it's not too far away .,Lily,2002.625,2008.986,[],[1|2|SUBJ 2|0|ROOT] [3|2|NEG] [4|5|JCT] [5|2|JCT] [6|5|JCT 7|2|PUNCT],[pro:per|it~cop|be&3S] [neg|not] [adv|too] [adv|far] [adv|away .],,,,,,,,,,CameraOperatorofLily_Lily020004_1000
1029,1001,Mother,Lily020004,yeah .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yeah .],,,,,,,,,,MotherofLily_Lily020004_1001
1030,1002,Mother,Lily020004,there's one in Seekonk even .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|2|JCT] [5|4|POBJ] [6|2|JCT 7|2|PUNCT],[pro:exist|there~cop|be&3S] [pro:indef|one] [prep|in] [n:prop|Seekonk] [adv|even .],,,,,,,,,,MotherofLily_Lily020004_1002
1031,1003,Mother,Lily020004,which is really close .,Lily,0.0,0.0,[],[1|2|LINK] [2|0|ROOT] [3|4|JCT] [4|2|PRED 5|2|PUNCT],[pro:rel|which] [cop|be&3S] [adv|real&dadj-LY] [adj|close .],,,,,,,,,,MotherofLily_Lily020004_1003
1032,1004,Mother,Lily020004,that's a good idea .,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|5|DET] [4|5|MOD] [5|2|PRED 6|2|PUNCT],[pro:dem|that~cop|be&3S] [det:art|a] [adj|good] [n|idea .],,,,,,,,,,MotherofLily_Lily020004_1004
1033,1005,Mother,Lily020004,ya:y .,Lily,2008.986,2012.36,[],[1|0|INCROOT 2|1|PUNCT],[co|yay .],,,,,,,,,,MotherofLily_Lily020004_1005
1034,1006,Lily,Lily020004,I eat all of my olives .,Lily,2012.36,2018.965,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|3|NJCT] [5|6|MOD] [6|4|POBJ 7|2|PUNCT],[pro:sub|I] [v|eat] [qn|all] [prep|of] [det:poss|my] [n|olive-PL .],,,,,,,,,,LilyofLily_Lily020004_1006
1035,1007,Mother,Lily020004,you ate all of your olives .,Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT] [3|2|OBJ] [4|3|NJCT] [5|6|MOD] [6|4|POBJ 7|2|PUNCT],[pro:per|you] [v|eat&PAST] [qn|all] [prep|of] [det:poss|your] [n|olive-PL .],,,,,,,,,,MotherofLily_Lily020004_1007
1036,1008,Mother,Lily020004,"let's not pour no no , no no .",Lily,2018.965,2021.09,[],[1|0|ROOT 2|1|OBJ] [3|4|NEG] [4|1|COMP] [5|6|QUANT] [6|8|QUANT 7|6|LP] [8|9|QUANT] [9|4|OBJ 10|1|PUNCT],[v|let~pro:obj|us] [neg|not] [v|pour] [qn|no] [qn|no cm|cm] [qn|no] [co|no .],,,,,,,,,,MotherofLily_Lily020004_1008
1037,1009,Mother,Lily020004,thank you very much .,Lily,2021.09,2022.365,[],[1|0|ROOT] [2|1|OBJ] [3|4|JCT] [4|1|JCT 5|1|PUNCT],[v|thank] [pro:per|you] [adv|very] [qn|much .],,,,,,,,,,MotherofLily_Lily020004_1009
1038,1010,Mother,Lily020004,empty .,Lily,2022.365,2023.825,[],[1|0|INCROOT 2|1|PUNCT],[adj|empty .],,,,,,,,,,MotherofLily_Lily020004_1010
1039,1011,Lily,Lily020004,hooray .,Lily,2023.825,2028.238,[],[1|0|INCROOT 2|1|PUNCT],[co|hooray .],,,,,,,,,,LilyofLily_Lily020004_1011
1040,1012,Mother,Lily020004,hooray .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|hooray .],,,,,,,,,,MotherofLily_Lily020004_1012
1041,1013,Mother,Lily020004,that was great .,Lily,2028.238,2029.68,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:dem|that] [cop|be&PAST&13S] [adj|great .],,,,,,,,,,MotherofLily_Lily020004_1013
1042,1014,Mother,Lily020004,yummy .,Lily,2029.68,2033.046,[],[1|0|INCROOT 2|1|PUNCT],[adj|yum&dn-Y .],,,,,,,,,,MotherofLily_Lily020004_1014
1043,1015,Mother,Lily020004,are your blocks in the corner sweetie ?,Lily,2033.046,2035.438,[],[1|0|ROOT] [2|3|MOD] [3|1|PRED] [4|3|NJCT] [5|6|DET] [6|4|POBJ] [7|3|COM 8|1|PUNCT],[cop|be&PRES] [det:poss|your] [n|block-PL] [prep|in] [det:art|the] [n|corner] [co|sweetie ?],,,,,,,,,,MotherofLily_Lily020004_1015
1044,1016,Lily,Lily020004,"&-um , yes , I see them .",Lily,2035.438,2040.72,[],[1|5|LINK] [2|5|COM 3|2|LP] [4|5|SUBJ] [5|0|ROOT] [6|5|OBJ 7|5|PUNCT],[cm|cm] [co|yes cm|cm] [pro:sub|I] [v|see] [pro:obj|them .],,,,,,,,,,LilyofLily_Lily020004_1016
1045,1017,Mother,Lily020004,yes .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|yes .],,,,,,,,,,MotherofLily_Lily020004_1017
1046,1018,Mother,Lily020004,you see the blocks ?,Lily,2040.72,2042.11,[],[1|2|SUBJ] [2|0|ROOT] [3|4|DET] [4|2|OBJ 5|2|PUNCT],[pro:per|you] [v|see] [det:art|the] [n|block-PL ?],,,,,,,,,,MotherofLily_Lily020004_1018
1047,1019,Lily,Lily020004,&-um .,Lily,2042.11,2044.628,[],[],[],,,,,,,,,,LilyofLily_Lily020004_1019
1048,1020,Mother,Lily020004,can you tell me what's on your blocks ?,Lily,0.0,0.0,[],[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|3|OBJ] [5|3|PUNCT 6|5|INCROOT] [7|6|JCT] [8|9|MOD] [9|7|POBJ 10|6|PUNCT],[mod|can] [pro:per|you] [v|tell] [pro:obj|me] [pro:int|what~aux|be&3S] [prep|on] [det:poss|your] [n|block-PL ?],,,,,,,,,,MotherofLily_Lily020004_1020
1049,1021,Mother,Lily020004,maybe you can find a letter that you know or something like that .,Lily,2044.628,2047.448,[],[1|4|JCT] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|6|DET] [6|4|OBJ] [7|9|LINK] [8|9|SUBJ] [9|6|CMOD] [10|9|CONJ] [11|10|COORD] [12|11|NJCT] [13|12|POBJ 14|4|PUNCT],[adv|maybe] [pro:per|you] [mod|can] [v|find] [det:art|a] [n|letter] [pro:rel|that] [pro:per|you] [v|know] [coord|or] [pro:indef|something] [prep|like] [pro:dem|that .],,,,,,,,,,MotherofLily_Lily020004_1021
1050,1022,Lily,Lily020004,yyy .,Lily,2047.448,2051.281,[],[],[],,,,,,,,,,LilyofLily_Lily020004_1022
1051,1023,Lily,Lily020004,yyy .,Lily,2051.281,2053.627,[],[],[],,,,,,,,,,LilyofLily_Lily020004_1023
1052,1024,Lily,Lily020004,this yyy is yyy .,Lily,2053.627,2058.02,[],[1|2|SUBJ] [] [2|0|ROOT] [3|2|PUNCT],[pro:dem|this] [] [cop|be&3S] [.],,,,,,,,,,LilyofLily_Lily020004_1024
1053,1025,Lily,Lily020004,an { r@l (?) } .,Lily,2058.02,2059.783,[],[1|2|DET] [2|0|INCROOT 3|2|PUNCT],[det:art|a] [n:let|r .],,,,,,,,,,LilyofLily_Lily020004_1025
1054,1026,CameraOperator,Lily020004,let's see ?,Lily,2059.783,2061.555,[],[1|0|ROOT 2|1|OBJ] [3|1|XCOMP 4|1|PUNCT],[v|let~pro:obj|us] [v|see ?],,,,,,,,,,CameraOperatorofLily_Lily020004_1026
1055,1027,CameraOperator,Lily020004,"it's an i@l , that's right .",Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|4|LP] [6|8|LINK 7|8|AUX] [8|4|CJCT 9|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n:let|i cm|cm] [pro:rel|that~aux|be&3S] [n|right .],,,,,,,,,,CameraOperatorofLily_Lily020004_1027
1056,1028,Mother,Lily020004,"xxx , an i@l .",Lily,0.0,0.0,gasp,[1|0|INCROOT] [2|3|DET] [3|1|OBJ 4|1|PUNCT],[cm|cm] [det:art|a] [n:let|i .],,,,,,,,,,MotherofLily_Lily020004_1028
1057,1029,Lily,Lily020004,and it's &-um &-um &-um yyy .,Lily,2061.555,2069.156,[],[1|3|LINK] [2|3|SUBJ 3|0|ROOT] [] [] [] [4|3|PUNCT],[coord|and] [pro:per|it~cop|be&3S] [] [] [] [.],,,,,,,,,,LilyofLily_Lily020004_1029
1058,1030,Mother,Lily020004,"number five , let me see ?",Lily,2069.156,2071.06,[],[1|4|LINK] [2|4|QUANT 3|2|LP] [4|0|ROOT] [5|4|OBJ] [6|4|XCOMP 7|4|PUNCT],[n|number] [det:num|five cm|cm] [v|let&ZERO] [pro:obj|me] [v|see ?],,,,,,,,,,MotherofLily_Lily020004_1030
1059,1031,Mother,Lily020004,xxx xxx .,Lily,2071.06,2074.85,sigh,[],[],,,,,,,,,,MotherofLily_Lily020004_1031
1060,1032,CameraOperator,Lily020004,"yeah it's letter f@l , wow .",Lily,0.0,0.0,[],[1|3|COM] [2|3|SUBJ 3|0|ROOT] [4|3|PRED] [5|4|XMOD 6|5|LP] [7|5|COM 8|3|PUNCT],[co|yeah] [pro:per|it~cop|be&3S] [n|letter] [n:let|f cm|cm] [co|wow .],,,,,,,,,,CameraOperatorofLily_Lily020004_1032
1061,1033,Mother,Lily020004,wo:w .,Lily,2074.85,2076.961,[],[1|0|INCROOT 2|1|PUNCT],[co|wow .],,,,,,,,,,MotherofLily_Lily020004_1033
1062,1034,Lily,Lily020004,xxx .,Lily,2076.961,2078.847,laughter,[],[],,,,,,,,,,LilyofLily_Lily020004_1034
1063,1035,CameraOperator,Lily020004,who's that ?,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:int|who~cop|be&3S] [pro:dem|that ?],,,,,,,,,,CameraOperatorofLily_Lily020004_1035
1064,1036,Lily,Lily020004,ice+cream .,Lily,2078.847,2081.638,[],[1|0|INCROOT 2|1|PUNCT],[n|+n|ice+n|cream .],,,,,,,,,,LilyofLily_Lily020004_1036
1065,1037,Mother,Lily020004,"does he have an ice+cream cone , xxx .",Lily,2081.638,2087.065,laughter,[1|3|AUX] [2|3|SUBJ] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|6|LP] [8|3|PUNCT],[mod|do&3S] [pro:sub|he] [v|have] [det:art|a] [n|+n|ice+n|cream] [n|cone cm|cm] [.],,,,,,,,,,MotherofLily_Lily020004_1037
1066,1038,CameraOperator,Lily020004,oh yeah .,Lily,0.0,0.0,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|oh] [co|yeah .],,,,,,,,,,CameraOperatorofLily_Lily020004_1038
1067,1039,Mother,Lily020004,ice+cream .,Lily,2087.065,2088.857,[],[1|0|INCROOT 2|1|PUNCT],[n|+n|ice+n|cream .],,,,,,,,,,MotherofLily_Lily020004_1039
1068,1040,Mother,Lily020004,whoop .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|whoop .],,,,,,,,,,MotherofLily_Lily020004_1040
1069,1041,Mother,Lily020004,byebye block .,Lily,2088.857,2090.093,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|byebye] [n|block .],,,,,,,,,,MotherofLily_Lily020004_1041
1070,1042,Mother,Lily020004,byebye block .,Lily,2090.093,2093.16,[],[1|2|COM] [2|0|INCROOT 3|2|PUNCT],[co|byebye] [n|block .],,,,,,,,,,MotherofLily_Lily020004_1042
1071,1043,Mother,Lily020004,"whoop , two blocks .",Lily,2093.16,2100.053,[],[1|0|INCROOT 2|1|LP] [3|4|QUANT] [4|1|ENUM 5|1|PUNCT],[n|whoop cm|cm] [det:num|two] [n|block-PL .],,,,,,,,,,MotherofLily_Lily020004_1043
1072,1044,Lily,Lily020004,one block .,Lily,2100.053,2103.36,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|one] [n|block .],,,,,,,,,,LilyofLily_Lily020004_1044
1073,1045,Mother,Lily020004,one block .,Lily,2103.36,2104.78,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|one] [n|block .],,,,,,,,,,MotherofLily_Lily020004_1045
1074,1046,Lily,Lily020004,two blocks .,Lily,2104.78,2108.89,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|two] [n|block-PL .],,,,,,,,,,LilyofLily_Lily020004_1046
1075,1047,Lily,Lily020004,two blocks .,Lily,2108.89,2114.585,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|two] [n|block-PL .],,,,,,,,,,LilyofLily_Lily020004_1047
1076,1048,Mother,Lily020004,three blocks .,Lily,0.0,0.0,[],[1|2|QUANT] [2|0|INCROOT 3|2|PUNCT],[det:num|three] [n|block-PL .],,,,,,,,,,MotherofLily_Lily020004_1048
1077,1049,Lily,Lily020004,seven .,Lily,2114.585,2117.425,[],[1|0|INCROOT 2|1|PUNCT],[det:num|seven .],,,,,,,,,,LilyofLily_Lily020004_1049
1078,1050,Mother,Lily020004,xxx .,Lily,0.0,0.0,laughter,[],[],,,,,,,,,,MotherofLily_Lily020004_1050
1079,1051,Mother,Lily020004,sweetie you wanna count for Manuela ?,Lily,2117.425,2120.0,[],[1|4|COM] [2|4|SUBJ] [3|4|AUX] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[co|sweetie] [pro:per|you] [mod:aux|wanna] [v|count] [prep|for] [n:prop|Manuela ?],,,,,,,,,,MotherofLily_Lily020004_1051
1080,1052,Lily,Lily020004,eight .,Lily,2120.0,2121.963,[],[1|0|INCROOT 2|1|PUNCT],[det:num|eight .],,,,,,,,,,LilyofLily_Lily020004_1052
1081,1053,Mother,Lily020004,eight .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[det:num|eight .],,,,,,,,,,MotherofLily_Lily020004_1053
1082,1054,Lily,Lily020004,nine .,Lily,2121.963,2122.9,[],[1|0|INCROOT 2|1|PUNCT],[det:num|nine .],,,,,,,,,,LilyofLily_Lily020004_1054
1083,1055,Mother,Lily020004,nine .,Lily,2122.9,2123.991,[],[1|0|INCROOT 2|1|PUNCT],[det:num|nine .],,,,,,,,,,MotherofLily_Lily020004_1055
1084,1056,Mother,Lily020004,"oh , you know her microphone fell ?",Lily,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|MOD] [6|7|SUBJ] [7|4|COMP 8|4|PUNCT],[co|oh cm|cm] [pro:per|you] [v|know] [det:poss|her] [n|microphone] [v|fall&PAST ?],,,,,,,,,,MotherofLily_Lily020004_1056
1085,1057,Lily,Lily020004,ten .,Lily,2123.991,2131.011,[],[1|0|INCROOT 2|1|PUNCT],[det:num|ten .],,,,,,,,,,LilyofLily_Lily020004_1057
1086,1058,Mother,Lily020004,ten .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[det:num|ten .],,,,,,,,,,MotherofLily_Lily020004_1058
1087,1059,Lily,Lily020004,and a card .,Lily,2131.011,2132.976,[],[1|3|LINK] [2|3|DET] [3|0|INCROOT 4|3|PUNCT],[coord|and] [det:art|a] [n|card .],,,,,,,,,,LilyofLily_Lily020004_1059
1088,1060,Mother,Lily020004,what's in there ?,Lily,0.0,0.0,[],[1|2|SUBJ 2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:int|what~cop|be&3S] [prep|in] [adv|there ?],,,,,,,,,,MotherofLily_Lily020004_1060
1089,1061,Lily,Lily020004,xxx .,Lily,2132.976,2134.551,[],[],[],,,,,,,,,,LilyofLily_Lily020004_1061
1090,1062,Lily,Lily020004,it's a card .,Lily,2134.551,2137.106,[],[1|2|SUBJ 2|0|ROOT] [3|4|DET] [4|2|PRED 5|2|PUNCT],[pro:per|it~cop|be&3S] [det:art|a] [n|card .],,,,,,,,,,LilyofLily_Lily020004_1062
1091,1063,Mother,Lily020004,is there a little card in there ?,Lily,0.0,0.0,[],[1|0|ROOT] [2|1|JCT] [3|5|DET] [4|5|MOD] [5|1|PRED] [6|5|NJCT] [7|6|POBJ 8|1|PUNCT],[cop|be&3S] [adv|there] [det:art|a] [adj|little] [n|card] [prep|in] [adv|there ?],,,,,,,,,,MotherofLily_Lily020004_1063
1092,1064,Lily,Lily020004,no .,Lily,2137.106,2139.743,[],[1|0|INCROOT 2|1|PUNCT],[co|no .],,,,,,,,,,LilyofLily_Lily020004_1064
1093,1065,Mother,Lily020004,lemme (replacement:replacement:let me) just fix this for you sweet stuff .,Lily,0.0,0.0,[],[1|4|SUBJ 2|1|OBJ] [3|4|JCT] [4|0|ROOT] [5|4|OBJ] [6|4|JCT] [7|9|MOD] [8|9|MOD] [9|6|POBJ 10|4|PUNCT],[v|let&ZERO pro:obj|me] [adv|just] [v|fix] [pro:dem|this] [prep|for] [pro:per|you] [n|sweet] [n|stuff .],,,,,,,,,,MotherofLily_Lily020004_1065
1094,1066,Mother,Lily020004,there we go .,Lily,2139.743,2140.973,[],[1|3|JCT] [2|3|SUBJ] [3|0|ROOT 4|3|PUNCT],[adv|there] [pro:sub|we] [v|go .],,,,,,,,,,MotherofLily_Lily020004_1066
1095,1067,Mother,Lily020004,huh .,Lily,2140.973,2143.111,[],[1|0|INCROOT 2|1|PUNCT],[co|huh .],,,,,,,,,,MotherofLily_Lily020004_1067
1096,1068,Mother,Lily020004,oh .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|oh .],,,,,,,,,,MotherofLily_Lily020004_1068
1097,1069,Lily,Lily020004,yyy it's nothing in xxx .,Lily,2143.111,2148.638,[],[] [1|2|SUBJ 2|0|ROOT] [3|2|PRED] [4|2|JCT] [5|2|PUNCT],[] [pro:per|it~cop|be&3S] [pro:indef|nothing] [adv|in] [.],,,,,,,,,,LilyofLily_Lily020004_1069
1098,1070,Mother,Lily020004,"look , it is a card , you're right .",Lily,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|6|DET] [6|4|PRED 7|6|LP] [8|9|SUBJ 9|6|CMOD] [10|9|PRED 11|4|PUNCT],[co|look cm|cm] [pro:per|it] [cop|be&3S] [det:art|a] [n|card cm|cm] [pro:per|you~cop|be&PRES] [n|right .],,,,,,,,,,MotherofLily_Lily020004_1070
1099,1071,Mother,Lily020004,"sweetie , you wanna count for Manuela ?",Lily,2148.638,2150.573,[],[1|5|COM 2|1|LP] [3|5|SUBJ] [4|5|AUX] [5|0|ROOT] [6|5|JCT] [7|6|POBJ 8|5|PUNCT],[co|sweetie cm|cm] [pro:per|you] [mod:aux|wanna] [v|count] [prep|for] [n:prop|Manuela ?],,,,,,,,,,MotherofLily_Lily020004_1071
1100,1072,Mother,Lily020004,you wanna start at one and count for Manuela ?,Lily,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|3|JCT] [5|4|POBJ] [6|5|CONJ] [7|6|COORD] [8|7|NJCT] [9|8|POBJ 10|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|start] [prep|at] [det:num|one] [coord|and] [n|count] [prep|for] [n:prop|Manuela ?],,,,,,,,,,MotherofLily_Lily020004_1072
1101,1073,Lily,Lily020004,one .,Lily,2150.573,2153.486,[],[1|0|INCROOT 2|1|PUNCT],[pro:indef|one .],,,,,,,,,,LilyofLily_Lily020004_1073
1102,1074,Lily,Lily020004,two .,Lily,2153.486,2154.885,[],[1|0|INCROOT 2|1|PUNCT],[det:num|two .],,,,,,,,,,LilyofLily_Lily020004_1074
1103,1075,Lily,Lily020004,three .,Lily,2154.885,2156.171,[],[1|0|INCROOT 2|1|PUNCT],[det:num|three .],,,,,,,,,,LilyofLily_Lily020004_1075
1104,1076,Lily,Lily020004,four .,Lily,2156.171,2156.958,[],[1|0|INCROOT 2|1|PUNCT],[det:num|four .],,,,,,,,,,LilyofLily_Lily020004_1076
1105,1077,Lily,Lily020004,five .,Lily,2156.958,2158.216,[],[1|0|INCROOT 2|1|PUNCT],[det:num|five .],,,,,,,,,,LilyofLily_Lily020004_1077
1106,1078,Lily,Lily020004,six .,Lily,2158.216,2158.966,[],[1|0|INCROOT 2|1|PUNCT],[det:num|six .],,,,,,,,,,LilyofLily_Lily020004_1078
1107,1079,Mother,Lily020004,xxx .,Lily,0.0,0.0,gasp,[],[],,,,,,,,,,MotherofLily_Lily020004_1079
1108,1080,Lily,Lily020004,seven .,Lily,2158.966,2161.638,[],[1|0|INCROOT 2|1|PUNCT],[det:num|seven .],,,,,,,,,,LilyofLily_Lily020004_1080
1109,1081,Mother,Lily020004,"yay , then what comes ?",Lily,0.0,0.0,[],[1|5|COM 2|1|LP] [3|5|JCT] [4|5|SUBJ] [5|0|ROOT 6|5|PUNCT],[co|yay cm|cm] [adv:tem|then] [det:int|what] [v|come-3S ?],,,,,,,,,,MotherofLily_Lily020004_1081
1110,1082,Lily,Lily020004,yyy .,Lily,2161.638,2162.483,[],[],[],,,,,,,,,,LilyofLily_Lily020004_1082
1111,1083,Mother,Lily020004,seven (t:t:trail off),Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[det:num|seven (mt:trail off)],,,,,,,,,,MotherofLily_Lily020004_1083
1112,1084,Lily,Lily020004,eight nine ten .,Lily,2162.483,2165.565,[],[1|2|QUANT] [2|3|QUANT] [3|0|INCROOT 4|3|PUNCT],[det:num|eight] [det:num|nine] [det:num|ten .],,,,,,,,,,LilyofLily_Lily020004_1084
1113,1085,Mother,Lily020004,what comes after ten ?,Lily,2165.565,2166.82,[],[1|2|LINK] [2|0|ROOT] [3|2|JCT] [4|3|POBJ 5|2|PUNCT],[pro:int|what] [v|come-3S] [prep|after] [det:num|ten ?],,,,,,,,,,MotherofLily_Lily020004_1085
1114,1086,Lily,Lily020004,eleven .,Lily,2166.82,2169.951,[],[1|0|INCROOT 2|1|PUNCT],[det:num|eleven .],,,,,,,,,,LilyofLily_Lily020004_1086
1115,1087,Mother,Lily020004,"yay , what comes after eleven ?",Lily,0.0,0.0,[],[1|4|COM 2|1|LP] [3|4|SUBJ] [4|0|ROOT] [5|4|JCT] [6|5|POBJ 7|4|PUNCT],[co|yay cm|cm] [det:int|what] [v|come-3S] [prep|after] [det:num|eleven ?],,,,,,,,,,MotherofLily_Lily020004_1087
1116,1088,Lily,Lily020004,twelve .,Lily,2169.951,2172.486,[],[1|0|INCROOT 2|1|PUNCT],[det:num|twelve .],,,,,,,,,,LilyofLily_Lily020004_1088
1117,1089,Mother,Lily020004,and what comes after twelve ?,Lily,0.0,0.0,[],[1|3|LINK] [2|3|SUBJ] [3|0|ROOT] [4|3|JCT] [5|4|POBJ 6|3|PUNCT],[coord|and] [pro:int|what] [v|come-3S] [prep|after] [det:num|twelve ?],,,,,,,,,,MotherofLily_Lily020004_1089
1118,1090,Lily,Lily020004,thirteen .,Lily,2172.486,2175.845,[],[1|0|INCROOT 2|1|PUNCT],[det:num|thirteen .],,,,,,,,,,LilyofLily_Lily020004_1090
1119,1091,Mother,Lily020004,"thirteen , you're great .",Lily,0.0,0.0,[],[1|4|LINK 2|1|LP] [3|4|SUBJ 4|0|ROOT] [5|4|PRED 6|4|PUNCT],[det:num|thirteen cm|cm] [pro:per|you~cop|be&PRES] [adj|great .],,,,,,,,,,MotherofLily_Lily020004_1091
1120,1092,CameraOperator,Lily020004,wow .,Lily,0.0,0.0,[],[1|0|INCROOT 2|1|PUNCT],[co|wow .],,,,,,,,,,CameraOperatorofLily_Lily020004_1092
1121,1093,Mother,Lily020004,"I know , we got an extra letter (t:t:self interruption)",Lily,0.0,0.0,[],[1|2|SUBJ] [2|0|ROOT 3|2|LP] [4|5|SUBJ] [5|2|COMP] [6|8|DET] [7|8|MOD] [8|5|OBJ 9|2|PUNCT],[pro:sub|I] [v|know cm|cm] [pro:sub|we] [v|get&PAST] [det:art|a] [adj|extra] [n|letter (mt:self interruption)],,,,,,,,,,MotherofLily_Lily020004_1093
1122,1094,Mother,Lily020004,an extra number out of her .,Lily,0.0,0.0,[],[1|3|DET] [2|3|MOD] [3|0|INCROOT] [4|3|NJCT] [5|4|JCT] [6|5|POBJ 7|3|PUNCT],[det:art|a] [n|extra] [n|number] [adv|out] [prep|of] [pro:obj|her .],,,,,,,,,,MotherofLily_Lily020004_1094
1123,1095,Lily,Lily020004,you're great .,Lily,2175.845,2179.08,[],[1|2|SUBJ 2|0|ROOT] [3|2|PRED 4|2|PUNCT],[pro:per|you~cop|be&PRES] [adj|great .],,,,,,,,,,LilyofLily_Lily020004_1095
1124,1096,Mother,Lily020004,thirteen !,Lily,2179.08,2180.516,[],[1|0|INCROOT 2|1|PUNCT],[det:num|thirteen !],,,,,,,,,,MotherofLily_Lily020004_1096
1125,1097,Lily,Lily020004,yyy { alphabet (?) } .,Lily,2180.516,2182.638,[],[] [1|0|INCROOT 2|1|PUNCT],[] [n|alphabet .],,,,,,,,,,LilyofLily_Lily020004_1097
1126,1098,Mother,Lily020004,alphabet ?,Lily,2182.638,2183.88,[],[1|0|INCROOT 2|1|PUNCT],[n|alphabet ?],,,,,,,,,,MotherofLily_Lily020004_1098
1127,1099,Lily,Lily020004,I I yyy .,Lily,2183.88,2187.845,[],[1|2|SUBJ] [2|0|ROOT] [3|2|PUNCT],[pro:sub|I] [pro:sub|I] [.],,,,,,,,,,LilyofLily_Lily020004_1099
1128,1100,Mother,Lily020004,you wanna sing the alphabet song ?,Lily,0.0,0.0,[],[1|3|SUBJ] [2|3|AUX] [3|0|ROOT] [4|6|DET] [5|6|MOD] [6|3|OBJ 7|3|PUNCT],[pro:per|you] [mod:aux|wanna] [v|sing] [det:art|the] [n|alphabet] [n|song ?],,,,,,,,,,MotherofLily_Lily020004_1100
1129,1101,Lily,Lily020004,it goes alphabet alphabet .,Lily,2187.845,2193.438,[],[1|2|SUBJ] [2|0|ROOT] [3|4|MOD] [4|2|OBJ 5|2|PUNCT],[pro:per|it] [v|go-3S] [n|alphabet] [n|alphabet .],,,,,,,,,,LilyofLily_Lily020004_1101
1130,1102,Mother,Lily020004,alphabet alphabet ?,Lily,2193.438,2194.863,[],[1|2|MOD] [2|0|ROOT 3|2|PUNCT],[n|alphabet] [n|alphabet ?],,,,,,,,,,MotherofLily_Lily020004_1102
1131,1103,Lily,Lily020004,xxx .,Lily,2194.863,2197.048,laughter,[],[],,,,,,,,,,LilyofLily_Lily020004_1103
